source,pub_date,title,summary,url,fetched_at
google_hi_lahsun_mandi,2026-04-27,"Solan News: सोलन मंडी में पहुंचा लहसुन, क्वालिटी के हिसाब से मिल रहे दाम - Amar Ujala","Solan News: सोलन मंडी में पहुंचा लहसुन, क्वालिटी के हिसाब से मिल रहे दाम    Amar Ujala",https://news.google.com/rss/articles/CBMi-wFBVV95cUxNeklZZW10cXFHXzhPN05uc3lmZkF2YVJvME40SEJqN1p2QmVtUHk2TzBEaUdPVzFHd1hkMzFoemo5VUdUdm1kMmtGanBKR3dhbzFuUmVqWlpXaHJlOVlMY0lwQzZQWjBiVGtVWVJkS21HdEI3ZlFJSlZmWGhDVEI0YjRuVlMyNUNQQTc5Y3BrdDJKLWdLVVpBTU5lbENYOVJhR2ZCc3cwOTRNSV9hOUdRWE1rSFl4QXFRTldiY3V2WkUzRlB0V0wtSEQtNkpkaTlmWTkwYTMtN3BUcTMxd0trQnJjMmctY1RmM0g3OTlOLWowOXdXRE52QVluNNIBgAJBVV95cUxNUW44U1ByM0c2b2dQSWkzSHV1Z0VlUV9TLUg0R2ZodE9KN3B6VVpIdDNOb3NvT2F0Z1Q0WjlNMlB3bEVXdGViRTdHVUMxQXd0VVFRT3B4OENkSzFzMlpOaHpaUkJzWWRXb3FSN1R0Nm5WR0dmR1dOTjdrV3pPMmhUTjgzWmljZXZNaU5UczBIZDc2a3VpNGh0clM0TUoyWmZxcVlnSjVLbk1kZ1FGY1FmWWtxNXU2TnROdjF4WjFtbjllZ1ZRUEhvaTMybmVfWnZVRG1MZDhMWHNjUm5HM0Fzd3VuMHp3QjFHMzFGUHZ4eE43RmVqM04wUkRLSVJwdW9E?oc=5,2026-05-03
google_hi_lahsun_mandi,2026-04-27,"हरनावदा जागीर लहसुन मंडी में किसानों को मिले ऊंचे भाव: 9,164 कट्टी आवक, बेस्ट क्वालिटी 17,600 तक बिका - Dainik Bhaskar","हरनावदा जागीर लहसुन मंडी में किसानों को मिले ऊंचे भाव: 9,164 कट्टी आवक, बेस्ट क्वालिटी 17,600 तक बिका    Dainik Bhaskar",https://news.google.com/rss/articles/CBMi0wFBVV95cUxQR1MwTGZIOTJLWmVxT0x3dHVwamtNYjEweEtKanN3cENBZHZpcnp0TTZmbm1RQko0azBYalNBa0NQM0VEc3pCZXVUOGQ0dEpPS05kM1RmTzdHN3VSUTJuYlNoV0JiWFdEYmNPVTBlUW9uTm80ekpWZGR5NFd3akgzNW5BSm5HdllMdmdvajFHT2ZGbnpCY3VVUnlMVDZaQlVWekg2VEtPeElwVzNqTnUxT2NiYWhjNllEdjZKTEdNdy0wNS1YUWktSHY5ZW9pNm5HdmlB0gHYAUFVX3lxTE9sTjRMTHFHT0l4WG13bU9XZzBsbm9Udi1aUXpVcHBCNGhtSTNhVXpHX04zVE5iUmRwejVIRmoyUWNXeXhYWXhQU1Nxa2RBNWdnSTF2OTFSbl9SdmJoWTlEemdTdUNHQjZucGtHd0R6b0hoRjFDY1hLUElmblFUNXk0WjdOcFJrbGV0MlNOSG94QXRORTROWEtkR3VFeFJyRE1fV3RoeFlscTNCSktocFphOHRuRUliY2FIU2ZyeDZvZ3BiVGU0S0wtZVI3UnB4QlpDVm1tRTdmWQ?oc=5,2026-05-03
google_hi_lahsun_mandi,2026-04-25,"Muhana Mandi Jaipur : थोक मंडी में आज टमाटर हो रहा सस्ता, नींबू के दाम ऊपर, हरी मटर भी महंगी - Patrika News","Muhana Mandi Jaipur : थोक मंडी में आज टमाटर हो रहा सस्ता, नींबू के दाम ऊपर, हरी मटर भी महंगी    Patrika News",https://news.google.com/rss/articles/CBMi3gFBVV95cUxON0dLTmRxQklGdHFHTkRSZ255N0lNcHFUMnQzZm5DaHFyWWh0bXJUMkJtWDd4S2kwQ29pYXlwOWxSZW5qcVN4UVRoa3BsUS02MzJPcENQVk95Uk9EbFBCQ2gtYmFYNm5XdExXRDdxcnFIdjh3Y1k1Z0stUnE5SnJ5alV4cGZTaUwyNlU3TVdhOUlBSl9TMmQxLUdlcTRsaEpxS1VrY2ZmaFZiTUN2c182ZHRZZk42dDYteEI4THBNZ2V6R0lnVFNVbW5HUHdvWHY3cEhKYXVBd1FHc2tqY0HSAeMBQVVfeXFMTkVHUk1NTXFwLW1mTl9fY0U1UGRSQU41YzRnTzhhYzNMckFwLS1jOWJoeEV1OFVpRjBlUmR4bWlLaTJXM19GNzJ2OWVXVFRpSUZZNXZkNU0tenRGd3JIM3hOVFlYTjlORUplN29HV1hrbHN5R3F6UlppY3lrS1JIdXZXaG1FWXBmTnZmVWVYRFBWOWRJZnJUYzE0NWFTbHN3MEtXZ1BlMHVFRU5ybnVCdjlRV1dfSGFnRFZjbmxxcndKYnBmT2NGbGFvanFYMzBZSUo0UGxFQjBSMTV1UUpIWkRPb1U?oc=5,2026-05-03
google_hi_lahsun,2026-04-25,24 अप्रैल सीहोर मंडी लहसुन भाव 🔥 | आज का ताजा रेट Garlic Price Today Sehore Mandi (ZrWQmJ4mDQ) - fathomjournal.org,24 अप्रैल सीहोर मंडी लहसुन भाव 🔥 | आज का ताजा रेट Garlic Price Today Sehore Mandi (ZrWQmJ4mDQ)    fathomjournal.org,https://news.google.com/rss/articles/CBMidkFVX3lxTE1sdnZvdFVVRDU2VjdmQ29QSWJPWlpmVzkyYkJYSGZvb2lUM0FGdTVyUUg4VFU0eXBsNDBQdTA1R3VCakZpQVJ6NE5INDYxM1h4VFZSSE5XX2JYcGpqSWk3TnkwRVYxdkpSVWE4QU0yWF9nMzF6cGc?oc=5,2026-05-03
google_hi_lahsun,2026-04-24,"Kota Mandi Bhav : गेहूं, धान व लहसुन मंदा, सोयाबीन, सरसों व धनिया तेज - Patrika News","Kota Mandi Bhav : गेहूं, धान व लहसुन मंदा, सोयाबीन, सरसों व धनिया तेज    Patrika News",https://news.google.com/rss/articles/CBMi0gFBVV95cUxPQ2xxV3YtWU1Pd3RhVVNUemNyOTdlX2ZFQ090aVBPZ2VQdkxuS0RjX25IbEhZdS1SemZ4WWxJSk1rYlJCUVNkRTdkNl91enFjNUFZd2s2RGNINHpObmh6TS10cUx4bi1SeUxxTDFINlByYVJnbVppYnc5eGluR3VVUXA5VFdmbWNwSURNZ0JaUjlsck5PZTVEYVpEYVBJcmUtUnQyT1JRdTBZajc0RVRFZmhtc0hFckZvWVFGVWVEREtHeWlwTl9QTVRNVkZoQmRPaFHSAdcBQVVfeXFMTWpsZVU2Y2JqYzNGdGJxTWZRQlJ5SjNlTDAwNkI2YjJSLXJjdnZfUWRaX2FPeTRvVnVRZ3ZVVGJYWWtFMHFheXpqMXpQOEV5UG1xdHNzZXlmLWxvaG1tUjZpeWp4WVBWVzhBb21BaGJCYzZQS0dGZnZRcmR0a0pJRWIzSV9OWC13ai1ITGlhakd6Q3RZaFBfajZzQnFudGR5M0l6NWoycnNHcllWdHQ4eWhpcTJoczBxb19KNktUVDJINUxhUTBBTTJ3ekJvTFdwNlVNV0VJZkk?oc=5,2026-05-03
google_hi_lahsun_mandi,2026-04-24,"हरनावदा मंडी में ऊटी लहसुन ₹17,000 प्रति क्विंटल बिका: बंपर आवक के बीच बाजार में तेजी, किसानों को मिले संतो... - Dainik Bhaskar","हरनावदा मंडी में ऊटी लहसुन ₹17,000 प्रति क्विंटल बिका: बंपर आवक के बीच बाजार में तेजी, किसानों को मिले संतो...    Dainik Bhaskar",https://news.google.com/rss/articles/CBMiygFBVV95cUxQc3ZudXdveGdzRHp2TU92UFNsdGxuZkpmUFhFRnhWajZhWll0dFRkdzN3Y1dLRmJKcWQzQnBpUF9RcFZWQnZDekx4NnRVRFh0ai1BTG42b0ZoNzRpNGVQTVQ4VkhxT1dtTmdKdThSWTd6OVdac3ZNNFNudjZUYk1OUEpaYi1BQ3ZMd1VKNlowQ3MwXzFtd0ZkelpJaV9HQ0p6bjZqZHhWODBiWlBpR1p6eDRVSm5vU0U3LXd5eGFwRGN0cmhCTlFPalNR0gHPAUFVX3lxTE52ZW1NTXpfc2wtcnhJQjhCQUY1ZW1wM1ZPbXlkSEVBTmktRlU3TE9oakV4UzJseFhxWG5hUE8yaVZJaDBZM1Z1TnhoY0V1bEswQ25vYWdQamNHcUR6YjJIRkwzVXZzQ2tYLW1VRVFNY2pRVVlhdjQ2UTMyR1FiZkhidXhETDJTSTNUUUstMnFQRV9UMkhKRWJrQlpURmtwVExobVZkMzY5OEJLTHQxRE5PVW9OQnBLYk9PUmxrZE1DdHV4VVJPMzB0ZWQ0ZHhWTQ?oc=5,2026-05-03
google_hi_lahsun,2026-04-23,"Kota Mandi Bhav : गेहूं, सोयाबीन, मैथी, सरसों तेज, लहसुन मंदा - Patrika News","Kota Mandi Bhav : गेहूं, सोयाबीन, मैथी, सरसों तेज, लहसुन मंदा    Patrika News",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPMEdaZmxGOHVSSTdUaVRsZjJqNDBGVEozRHNFR0lZV1N4OTZlSXp3WVRzWFUxdVcxcXRmd3dNeTZQSjY1ZUJ0V1NRRm43cVVLclNrZnNvZjMzakRJXzZiSU1GU3FGWnYwdENBR2JDZnBZZHRCRG9VaGlmT2VaUlJWeUFHaTkyMlExVTJxc2FkRzg1QTVHQWtUQVcyMFVLSVBQNEZNenJGMHB5QXNtVzl3SUY4Y2t6by1C0gG-AUFVX3lxTE8zdTZLY1paNTluQzVKdVBROHczU3kxZnFLT0Z0V2hJWHpoRUdvSW5EeUVlUlNhX00wQkxfcjR2dDdFQ2QzZDN0T3BVcEdQMWZVRjZRTVd0LTdid2FzSnpBUWotTlNtQ25uX0Q3bmRLVDVwQUlvNWVHMkNVMFFndXpyVnFvaG5WWklNaUtKUjhraTdqQ0N5VFZDMlliVHRnQ25VcGxJdEVUanNxWkJyRHF4TF9BaWZvTkVvYUNLZGc?oc=5,2026-05-03
google_hi_lahsun_mandi,2026-04-23,"छबड़ा मंडी में लहसुन का रिकॉर्ड भाव: आवक में कमी और बाजार में बढ़ रही मांग, उच्च गुणवत्ता वाला 13400 रुपए प्... - Dainik Bhaskar","छबड़ा मंडी में लहसुन का रिकॉर्ड भाव: आवक में कमी और बाजार में बढ़ रही मांग, उच्च गुणवत्ता वाला 13400 रुपए प्...    Dainik Bhaskar",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPT1FlMm5EV3lFekhoX1VlbFZoQzlsZEh5ZjZjUWtWYWtDY2U2OWZxeE9aVVEtcDFwMkxOLXJVV0R3RVI5akxDVHVLTGlUN3l0bV96NlBybGRpVzZvNjVBR1dsazh0ZFdENE5IR0JNclNTWFgxMEc4aEpOMXVMSkFJY3lwbkIwVVluYnVvTFV2RmRTSzY2LXFSSzB1bzFuZWhvTG4tdThzdnluc1lJZEQwMUNnZTBUUlBmSjlRZUxabDVBQdIBxwFBVV95cUxPOWladG9tUnFzSU5EUjF5RUdUajZ6Um11OWhuanRyYTZzS2JHODVqQ2xRQV9sUTFXdzQtclUxMnpsWXNjSzNGOU83WElraHE4Q0R2T0NrZnI1a3RqTlJRX2w3T0hHSERlX1BRNnoxMTZTNmk2cmNDVkpUSWlqSzE4ZUJET0hIQzg2ZWM0bTE0T3lpY0V4YWNPLUZaT0lJY2hXZGg3WC04MWdscXZOd01aOU9DOEpBeHoxSTY2WFRtMUdPejJ3bkNF?oc=5,2026-05-03
google_hi_lahsun_mandi,2026-04-23,सोलन सब्जी मंडी में लोकल लहसुन की एंट्री - Divya Himachal - Dailyhunt,सोलन सब्जी मंडी में लोकल लहसुन की एंट्री - Divya Himachal    Dailyhunt,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQa211N0NBVDZKb1JfNzNyXzBiZkFhaHlKb2xtSUJhNHJweXJ5TkVsazJXVlVaeGdaeENGaFU0c3FEclZCNWJPZlZJRGpUa0I3bDJkaXE1bUM1bWJ6WU5NbFZ0SG5HWTd3QTE0LVNsbmZDdm1hdTJTbHFMeDdQU3JsbFFTYjZWX2dDM1BaWEc0dEM4YUhlWG92ZFZHeXBaUFBTc0xtS1RPX1dlSV9OM2VfVmxEQmdtN25JeEtveXk3VEVGZEM2dXRxYlFDWm1qcS1XUWNUc1BhQ0VJN1R1LXc?oc=5,2026-05-03
google_hi_lahsun_mandi,2026-04-21,"मनोहर थाना में खुली लहसुन मंडी, हाड़ौती व मध्यप्रदेश के किसानों को होगा सीधा फायदा - ETV Bharat","मनोहर थाना में खुली लहसुन मंडी, हाड़ौती व मध्यप्रदेश के किसानों को होगा सीधा फायदा    ETV Bharat",https://news.google.com/rss/articles/CBMi5AFBVV95cUxPSlI3ZzN6TC1HRnZVY1Zvc1N4aVBHZ2lsRFBYZkNNcktaaFRzNkRvZUlJdFdvcE80aXBoQ2JQTWZ4R2xac05zVGEyU2hJOGZZc2VQdllVd1RMYTRNc201a01iQ1ZGdkNPN29vWnFqc0hFb2g1RndhYVptTElzR2wtZDk3QXdXMGI0MEtEWFc1c1Z2QW9XdkhHdHUwZEs2aU5Idm9fOVNIZ1o2VDdOVDA0THV5VFg5aUYyTnQ1MXJScVhPYjlMa2pSVXlXUmowa1plSWZTZllMQ3VUVmZ5cjNyRmFwNEzSAeoBQVVfeXFMTkd1bjlrSlNFaFc0TTZaN1I2d3JManJ2Vl9UWW1SRW4zNG85MVlWX0lfZ0RhU1l0Slc1SlVYNnNtVGhmYVVzTUhsNFgteU5LaEtBajNkcmFMc0pzekhFMjA4OUNTU3ZBUnViZzFmZVlJVWNFRk02TTJwYkpUMFlISnlGUWxwTWdTcTdoRFNKMlh4QUhTcDBrR3ZwNEpvUG5PNXJUWV9hYTVWMFhobHR1cnNmZlpXV1dCWGVCWjEtQkRyVnJsTWRES3ljeDFkVEVhNEZNTXRmUTQzd2hPNWpFOGI3N0J6OGxicTZR?oc=5,2026-05-03
